Frame,Frame Time,ymin,ylow,yavg,yhigh,ymax,umin,ulow,uavg,uhigh,umax,vmin,vlow,vavg,vhigh,vmax,vdif,udif,ydif,satmin,satlow,satavg,sathigh,satmax,huemed,hueavg,tout,vrep,brng,vbitdepth,ubitdepth,ybitdepth,psnr mse v,psnr mse u,psnr mse y,psnr psnr v,psnr psnr u,psnr psnr y,psnr mse avg,psnr psnr avg
101,3.33667,4,134,312.129,612,929,420,496,504.795,512,533,478,499,507.704,514,546,3.28113,4.75018,11.8378,0,2,9.82458,21,94,71,88.3076,0.022188,0,0.015444,10,10,10,19.47986,40.39454,2648.929,47.30166,44.13429,25.96681,1339.433,28.9283
102,3.370037,4,133,310.257,607,935,420,496,504.974,512,536,470,499,507.607,513,548,3.34898,4.78317,15.3382,0,2,9.72181,20,97,69,87.4002,0.021099,0,0.015426,10,10,10,18.12965,40.66233,1716.324,47.61362,44.10559,27.85152,872.86,30.78807
103,3.403403,4,132,309.456,608,937,422,496,504.945,512,578,461,499,507.807,514,547,3.31524,4.8186,13.6082,0,2,9.66974,20,93,71,88.7437,0.022934,0,0.015472,10,10,10,18.54024,41.99235,3154.581,47.51636,43.96581,25.2081,1592.424,28.17693
104,3.43677,4,132,310.852,611,933,422,496,504.709,512,533,476,499,507.795,514,548,3.33138,4.8747,12.6078,0,2,9.84875,21,94,71,88.298,0.021753,0,0.015429,10,10,10,18.91471,42.02432,3417.542,47.42952,43.96251,24.86037,1724.006,27.83213
105,3.470137,4,132,310.995,612,936,422,496,504.787,512,533,478,499,507.657,513,550,3.2955,4.85444,11.6361,0,2,9.85883,21,93,71,87.4898,0.023694,0,0.015449,10,10,10,19.62355,43.62368,3205.511,47.26974,43.80029,25.13854,1618.567,28.10621
106,3.503504,4,133,310.688,611,934,425,497,505.11,512,557,478,498,507.582,514,549,3.3192,4.83723,14.4073,0,2,9.73268,21,91,71,89.5749,0.024217,0,0.015449,10,10,10,19.67665,41.7851,3025.218,47.258,43.9873,25.38995,1527.974,28.35635
107,3.53687,4,133,310.62,611,930,417,497,505.269,512,534,478,498,507.734,514,553,3.34165,4.78859,14.7574,0,2,9.53448,21,99,71,90.7871,0.023623,0,0.015412,10,10,10,18.54172,41.39566,2499.94,47.51601,44.02797,26.21822,1264.955,29.17676
108,3.570237,4,132,310.571,611,929,423,497,505.34,512,542,474,499,507.74,514,558,3.32441,4.78226,11.711,0,2,9.47395,20,93,71,90.9929,0.02051,0,0.015429,10,10,10,18.78715,40.96138,3234.511,47.4589,44.07377,25.09943,1632.193,28.0698
109,3.603604,4,133,311.069,611,939,420,497,505.331,512,534,468,498,507.673,513,548,3.28943,4.77847,15.2748,0,2,9.52748,21,96,71,91.8864,0.017393,0,0.015452,10,10,10,18.79798,42.29501,3982.252,47.4564,43.93462,24.19623,2006.399,27.17334
110,3.63697,4,132,311.252,613,946,422,497,505.281,512,534,475,498,507.726,514,549,3.27306,4.72333,15.5081,0,2,9.53212,21,93,71,91.2835,0.022054,0,0.015466,10,10,10,18.23091,40.46272,2740.683,47.58943,44.12696,25.81892,1385.015,28.78297
111,3.670337,4,133,311.2,612,929,422,497,505.062,512,621,480,499,507.747,514,572,3.32191,4.80262,13.438,0,2,9.64023,21,124,71,88.9295,0.023543,0,0.015541,10,10,10,19.23393,45.60134,3124.59,47.35683,43.60774,25.24958,1578.504,28.21506
112,3.703704,4,133,311.249,611,933,424,497,505.067,512,531,470,498,507.786,514,546,3.30222,4.82736,12.392,0,2,9.65896,21,92,71,90.9626,0.02412,0,0.015498,10,10,10,18.62299,45.02684,3245.495,47.49702,43.6628,25.0847,1638.66,28.05263
113,3.73707,4,132,311.367,613,936,422,497,505.084,512,555,476,499,507.802,514,547,3.2785,4.83945,10.16,0,2,9.57277,21,94,71,89.0261,0.023788,0,0.015572,10,10,10,18.95507,45.03087,3229.951,47.42026,43.66241,25.10555,1630.972,28.07305
114,3.770437,4,131,310.939,613,930,422,497,505.158,512,547,479,498,507.643,513,548,3.35574,4.88644,12.2133,0,2,9.60914,21,95,71,88.6161,0.024463,0,0.015509,10,10,10,19.00793,42.54636,3129.991,47.40817,43.90889,25.24208,1580.384,28.20989
115,3.803804,4,132,310.389,612,932,423,497,505.192,512,536,466,498,507.662,513,550,3.32391,4.75342,12.8248,0,2,9.5866,20,93,71,89.3842,0.022522,0,0.015515,10,10,10,18.85374,44.00748,2314.469,47.44354,43.76225,26.553,1172.95,29.50472
116,3.837171,4,132,309.532,608,936,421,497,504.909,512,579,473,498,507.512,513,547,3.33784,4.73864,16.5526,0,2,9.82709,21,94,70,86.7248,0.022511,0,0.015486,10,10,10,18.62533,42.33317,1953.887,47.49647,43.93071,27.28852,992.1834,30.23159
117,3.870537,4,133,311.453,610,932,420,496,504.972,512,539,446,498,507.558,513,549,3.3173,4.75093,20.1441,0,2,9.80186,21,95,71,88.7718,0.023171,0,0.015524,10,10,10,19.68931,44.6014,3096.151,47.25521,43.70403,25.28929,1564.148,28.25473
118,3.903904,4,133,312.322,613,934,422,496,504.907,512,533,474,498,507.605,513,546,3.32653,4.81431,11.7805,0,2,9.82595,21,93,71,87.6556,0.022382,0,0.015512,10,10,10,19.00992,46.04667,3609.821,47.40771,43.56553,24.62266,1821.175,27.594
119,3.937271,4,133,313.273,615,936,424,496,504.962,512,533,476,498,507.673,514,551,3.37356,4.90509,17.1378,0,2,9.76822,21,93,71,87.2052,0.018399,0,0.015332,10,10,10,18.90787,42.81035,3858.431,47.43109,43.88203,24.33341,1944.645,27.30911
120,3.970637,4,133,313.412,616,929,423,496,504.768,512,536,476,498,507.653,514,546,3.3189,4.84452,14.2657,0,2,9.91141,21,93,71,88.4602,0.021676,0,0.015364,10,10,10,18.74659,44.4579,3414.292,47.46829,43.71803,24.86451,1722.947,27.83479
121,4.004004,4,133,313.378,617,926,420,496,504.855,512,538,478,498,507.55,514,548,3.28118,4.81718,12.4899,0,2,9.9533,22,95,71,89.6525,0.023131,0,0.015498,10,10,10,18.95465,44.05119,2485.729,47.42035,43.75794,26.24298,1258.616,29.19858
122,4.037371,4,134,313.956,615,938,422,496,505.022,512,678,478,498,507.673,514,549,3.30563,4.85462,14.2969,0,2,9.80851,21,168,71,90.3548,0.018478,0,0.015501,10,10,10,18.7522,44.91686,4111.65,47.46699,43.67342,24.05735,2071.742,27.03416
123,4.070737,4,135,315.563,620,936,423,496,505.08,512,539,477,498,507.561,514,547,3.33692,4.81447,19.9193,0,2,9.75047,21,94,71,89.6759,0.018699,0,0.015404,10,10,10,19.11431,42.02286,3794.134,47.38393,43.96266,24.40639,1912.351,27.38184
124,4.104104,4,135,315.499,620,939,420,497,505.087,512,533,478,498,507.551,513,547,3.34538,4.8402,14.0523,0,2,9.69071,21,94,71,88.0474,0.021691,0,0.015455,10,10,10,18.64855,40.61495,3448.606,47.49106,44.11065,24.82108,1739.119,27.79422
125,4.137471,4,135,314.315,617,943,418,497,505.12,512,532,476,498,507.624,514,547,3.35006,4.79476,13.8035,0,2,9.63805,21,96,71,89.1086,0.022191,0,0.015412,10,10,10,19.16007,40.43864,2384.519,47.37354,44.12955,26.4235,1207.159,29.37987
126,4.170838,4,133,313.97,617,928,428,496,504.844,512,541,478,498,507.599,513,550,3.37628,4.82967,14.6534,0,2,9.82096,21,89,71,86.8691,0.022494,0,0.015421,10,10,10,18.31343,40.32713,2039.517,47.56982,44.14154,27.10224,1034.419,30.05055
127,4.204204,4,133,314.195,617,931,425,496,504.806,512,529,478,498,507.537,513,559,3.37308,4.84171,12.9862,0,2,9.9464,21,90,71,88.0135,0.022825,0,0.015463,10,10,10,19.90735,42.78511,3189.524,47.20738,43.88459,25.16025,1610.435,28.12808
128,4.237571,4,133,313.452,615,938,424,496,504.747,512,543,476,499,507.711,514,551,3.32395,4.7762,11.8022,0,2,9.88577,21,91,71,88.0989,0.023277,0,0.015435,10,10,10,17.77505,40.93694,3165.953,47.69941,44.07636,25.19247,1597.654,28.16268
129,4.270938,4,133,313.453,615,934,424,496,505.042,512,533,476,498,507.602,514,543,3.3288,4.79592,10.6903,0,2,9.74113,21,91,71,88.9701,0.024917,0,0.015458,10,10,10,19.3773,42.4155,3117.753,47.32458,43.92227,25.25909,1574.325,28.22657
130,4.304304,4,133,312.72,615,933,422,496,505.021,512,545,476,499,507.834,514,545,3.36363,4.82338,15.2532,0,2,9.64263,20,94,71,90.0716,0.0246,0,0.015484,10,10,10,18.79057,40.92576,2967.158,47.45812,44.07755,25.47411,1498.508,28.44092
131,4.337671,4,133,313.068,613,941,424,496,504.941,512,584,471,499,507.859,514,546,3.33488,4.80726,15.7421,0,2,9.68816,20,93,71,89.5214,0.023614,0,0.015546,10,10,10,18.26655,43.42179,2499.998,47.58095,43.82044,26.21812,1265.421,29.17516
132,4.371038,4,133,313.205,613,928,422,496,504.805,512,534,477,499,507.805,514,544,3.24002,4.79108,12.9442,0,2,9.808,21,94,71,89.2666,0.021828,0,0.015512,10,10,10,18.28297,44.64073,3779.969,47.57705,43.7002,24.42263,1905.715,27.39693
133,4.404404,4,133,313.981,617,930,428,496,504.826,512,587,478,499,507.902,514,544,3.27638,4.85706,14.3504,0,2,9.74858,21,89,71,89.0398,0.022134,0,0.015506,10,10,10,18.00143,45.37988,3626.945,47.64444,43.62888,24.6021,1829.318,27.57462
134,4.437771,4,134,315.079,618,938,423,496,504.869,512,577,474,499,507.79,514,545,3.3124,4.92039,13.6967,0,2,9.80254,21,93,71,90.5222,0.021514,0,0.015498,10,10,10,18.71189,48.01918,3724.688,47.47634,43.38337,24.48661,1879.027,27.45818
135,4.471138,4,134,315.03,618,927,424,496,504.649,512,535,476,499,507.885,514,542,3.33076,4.97413,13.2234,0,2,9.91042,21,92,71,89.1538,0.023045,0,0.015503,10,10,10,19.08012,45.44607,3315.663,47.3917,43.62255,24.99181,1673.963,27.96005
136,4.504505,4,134,315.582,619,937,424,496,504.535,512,623,474,499,507.741,514,546,3.27901,4.84982,12.9975,0,2,9.99274,21,117,71,87.5541,0.024183,0,0.015489,10,10,10,18.19845,45.68679,3296.122,47.59717,43.59961,25.01748,1664.032,27.9859
137,4.537871,4,133,316.618,621,929,424,496,504.31,512,550,474,498,507.543,514,544,3.36181,4.94755,11.7807,0,2,10.299,22,93,71,86.0489,0.023497,0,0.015503,10,10,10,19.68647,46.54951,3529.314,47.25584,43.51836,24.72061,1781.216,27.69035
138,4.571238,4,133,316.651,622,921,428,493,503.738,512,573,476,499,507.63,514,568,3.40378,5.03664,12.2698,0,2,10.6251,22,89,71,83.4459,0.0241,0,0.015395,10,10,10,18.67372,42.68994,3142.912,47.4852,43.89426,25.22419,1586.797,28.1923
139,4.604605,4,134,317.268,622,941,424,493,504.048,512,550,478,499,507.68,514,568,3.27902,4.94646,12.489,0,2,10.4393,22,91,71,86.7709,0.024217,0,0.015326,10,10,10,19.02835,45.25273,2757.462,47.4035,43.64106,25.79242,1394.801,28.75239
140,4.637971,4,134,316.752,621,926,425,493,503.771,512,539,470,499,507.752,514,541,3.34425,5.04616,13.4948,0,2,10.5638,22,90,71,85.6385,0.024023,0,0.015392,10,10,10,18.32837,45.45876,2336.161,47.56627,43.62134,26.51249,1184.027,29.4639
141,4.671338,4,135,317.234,621,932,424,493,503.85,512,615,478,499,507.716,514,541,3.34493,5.06972,15.3635,0,2,10.542,22,104,71,85.3444,0.023217,0,0.015381,10,10,10,18.59126,45.62775,3374.53,47.50443,43.60522,24.91538,1703.319,27.88455
142,4.704705,4,135,315.749,618,948,420,493,503.981,512,570,478,499,507.685,514,548,3.30208,5.01264,11.2946,0,2,10.4465,22,95,71,85.9006,0.022419,0,0.015355,10,10,10,18.47996,45.56913,3619.357,47.5305,43.61081,24.6112,1825.691,27.58324
143,4.738071,4,134,317.017,621,936,422,493,503.93,512,532,480,499,507.767,514,546,3.26417,4.92482,13.859,0,2,10.435,22,94,71,85.4856,0.022542,0,0.015398,10,10,10,18.42133,42.60226,3591.083,47.5443,43.90319,24.64526,1810.797,27.61881
144,4.771438,4,133,316.994,621,945,429,494,504.074,512,538,476,499,507.81,514,546,3.30589,4.91414,12.2838,0,2,10.2942,22,88,71,86.8896,0.024251,0,0.015435,10,10,10,18.78368,45.08105,2960.82,47.45971,43.65757,25.48339,1496.376,28.44711
145,4.804805,4,134,316.737,620,936,424,495,504.21,512,534,475,499,507.657,514,543,3.33948,4.93413,10.5761,0,2,10.2522,22,91,71,86.0286,0.024165,0,0.015298,10,10,10,19.1155,44.90093,2847.479,47.38366,43.67496,25.65291,1439.744,28.61466
146,4.838172,4,134,316.685,620,937,422,496,504.619,512,535,478,498,507.604,514,542,3.28839,4.92587,10.9325,0,2,10.0606,22,93,71,88.648,0.023443,0,0.015343,10,10,10,18.98636,44.06236,3397.34,47.41309,43.75684,24.88612,1714.432,27.85631
147,4.871538,4,134,318.009,622,944,422,496,504.492,512,561,477,498,507.531,514,573,3.30653,4.88897,11.0197,0,2,10.1712,22,93,71,87.9162,0.023297,0,0.015349,10,10,10,18.68187,45.11974,3716.416,47.48331,43.65385,24.49627,1874.158,27.46945
148,4.904905,4,135,319.562,624,933,423,495,504.297,512,556,474,498,507.251,513,541,3.35167,4.97682,12.0142,0,2,10.4941,23,93,71,86.7072,0.022762,0,0.015355,10,10,10,18.85789,44.70073,3673.827,47.44258,43.69437,24.54633,1852.803,27.51922
149,4.938272,4,134,318.301,621,944,424,495,504.209,512,662,474,498,507.159,513,546,3.38319,5.01061,10.539,0,2,10.602,22,151,69,84.7491,0.023391,0,0.015383,10,10,10,19.16597,45.89282,3161.299,47.3722,43.58007,25.19886,1596.914,28.1647
150,4.971638,4,134,317.757,620,931,428,494,504.149,512,538,478,498,507.305,514,541,3.35504,4.99487,12.6088,0,2,10.5521,22,89,71,85.5326,0.02388,0,0.015446,10,10,10,19.62051,46.14311,2541.259,47.27041,43.55645,26.14702,1287.07,29.10149
151,5.005005,4,134,319.086,622,936,428,494,503.951,512,534,479,498,507.261,513,542,3.40373,4.97345,12.188,0,2,10.7165,22,89,71,84.1446,0.025271,0,0.015412,10,10,10,18.96666,45.82836,2831.564,47.41761,43.58617,25.67725,1431.981,28.63814
152,5.038372,4,135,321.288,625,936,428,493,503.77,512,563,478,498,507.203,513,541,3.40638,5.05801,11.6942,0,2,10.9096,23,89,71,84.8256,0.024094,0,0.015386,10,10,10,20.01905,47.68617,3281.263,47.18308,43.41359,25.0371,1657.558,28.00283
153,5.071738,4,136,322.143,626,936,422,493,504.001,512,563,477,498,507.146,513,544,3.42215,5.12671,11.4418,0,2,10.7783,23,93,70,84.7076,0.024914,0,0.015372,10,10,10,19.77275,49.05641,3657.136,47.23684,43.29055,24.5661,1845.776,27.53573
154,5.105105,4,135,321.41,625,941,424,492,503.77,512,536,476,498,507.064,513,543,3.3824,5.05797,10.6753,0,2,10.9597,23,92,69,84.0675,0.025137,0,0.015303,10,10,10,19.90663,48.83617,3630.49,47.20754,43.3101,24.59786,1832.43,27.56724
155,5.138472,4,135,319.692,622,937,424,494,504.161,512,533,478,498,507.115,513,542,3.34926,5.01674,11.9422,0,2,10.6606,22,93,70,85.839,0.024417,0,0.015389,10,10,10,19.01173,46.68794,3054.27,47.4073,43.50547,25.34844,1543.56,28.31228
156,5.171839,4,135,319.502,621,920,428,495,504.395,512,548,477,498,507.145,513,541,3.37855,4.95129,16.4161,0,2,10.5394,22,89,71,87.3755,0.016281,0,0.015389,10,10,10,19.02454,47.59638,4268.586,47.40437,43.42177,23.89467,2150.948,26.87121
157,5.205205,4,135,320.937,625,923,428,495,504.353,512,536,474,498,507.26,514,545,3.38848,4.95222,17.4376,0,2,10.5,22,89,71,86.9117,0.020822,0,0.015364,10,10,10,20.66389,48.83173,3489.185,47.04539,43.31049,24.77027,1761.966,27.73754
158,5.238572,4,136,321.945,626,952,424,495,504.347,512,528,478,498,507.221,513,570,3.41756,5.00215,13.0019,0,2,10.4629,22,92,70,85.7683,0.023197,0,0.015332,10,10,10,19.41864,47.19093,2897.347,47.31532,43.45893,25.57751,1465.326,28.53817
159,5.271939,4,136,321.072,624,939,428,496,504.466,512,546,479,498,507.362,514,551,3.4179,4.97379,12.4544,0,2,10.3542,22,89,71,87.8111,0.023768,0,0.015312,10,10,10,20.12598,45.83307,3342.158,47.15994,43.58572,24.95724,1687.569,27.9249
160,5.305305,4,136,323.39,628,930,424,496,504.635,512,546,480,498,506.995,513,541,3.43631,4.9638,13.5723,0,2,10.3464,22,92,68,85.8069,0.025034,0,0.015406,10,10,10,20.91657,45.027,3551.645,46.99261,43.66278,24.69322,1792.308,27.66339
161,5.338672,4,135,322.315,627,937,424,496,504.649,512,535,479,498,507.274,513,543,3.50411,5.07639,11.3724,0,2,10.2809,22,91,71,87.4902,0.023817,0,0.015381,10,10,10,20.82155,47.72046,3512.209,47.01238,43.41047,24.74171,1773.24,27.70984
162,5.372039,4,134,322.294,628,937,422,495,504.206,512,546,449,498,507.212,513,542,3.49118,5.0517,12.474,0,2,10.5827,22,94,70,84.9662,0.024969,0,0.015341,10,10,10,20.14202,47.58622,3484.476,47.15648,43.4227,24.77614,1759.17,27.74443
163,5.405405,4,134,322.483,628,934,424,494,504.076,512,532,478,498,507.123,513,544,3.39931,4.96411,12.4714,0,2,10.7801,22,92,71,85.5802,0.024828,0,0.015401,10,10,10,20.73463,49.32472,2757.473,47.03055,43.26687,25.7924,1396.251,28.74788
164,5.438772,4,135,322.667,626,936,424,494,503.983,512,537,476,498,507.11,513,542,3.4362,5.10512,12.7281,0,2,10.8023,23,91,70,84.0423,0.0238,0,0.015312,10,10,10,20.06464,48.90837,3064.236,47.1732,43.30368,25.33429,1549.361,28.29599
165,5.472139,4,135,322.476,625,935,422,492,503.757,512,533,476,498,507.139,514,609,3.42773,5.05877,14.6255,0,2,11.0313,23,97,71,84.8377,0.02426,0,0.015244,10,10,10,21.1849,46.81883,3375.534,46.93725,43.49331,24.91409,1704.768,27.88086
166,5.505506,4,136,324.086,628,938,426,493,503.875,512,570,476,498,507.223,514,573,3.41837,5.06546,12.4308,0,2,10.8956,23,89,71,85.5784,0.02432,0,0.015235,10,10,10,20.37125,47.95789,3572.068,47.10733,43.38891,24.66832,1803.116,27.63728
167,5.538872,4,135,323.171,627,933,424,493,503.923,512,583,476,498,507.148,513,550,3.42654,5.15516,16.2376,0,2,10.9031,23,92,71,85.8157,0.022316,0,0.015201,10,10,10,19.78044,47.16657,3892.292,47.23515,43.46117,24.29546,1962.882,27.26857
168,5.572239,4,134,322.768,628,935,422,493,503.9,512,566,471,498,507.216,513,545,3.37598,5.14689,12.711,0,2,10.8712,23,94,71,85.9067,0.024423,0,0.015244,10,10,10,20.04856,48.32773,3122.765,47.17668,43.35555,25.25212,1578.477,28.21513
169,5.605606,4,135,323.328,628,931,426,493,504.031,512,608,474,498,507.101,513,542,3.37419,5.00892,10.8864,0,2,10.8546,23,99,70,86.5634,0.024077,0,0.015232,10,10,10,20.4536,50.07979,2829.627,47.08981,43.20089,25.68022,1432.447,28.63673
170,5.638972,4,135,323.292,628,944,422,492,503.919,512,625,476,498,507.203,514,548,3.45783,5.17038,12.0882,0,2,10.8838,23,118,71,87.1754,0.022508,0,0.015255,10,10,10,19.46229,50.17002,4019.441,47.30557,43.19307,24.15586,2027.129,27.1287
171,5.672339,4,135,322.438,627,940,424,492,503.746,512,534,477,498,507.319,514,545,3.41288,5.12086,15.3008,0,2,10.8983,23,93,71,85.8004,0.020533,0,0.015258,10,10,10,20.43596,49.96899,4144.502,47.09356,43.21051,24.02279,2089.852,26.99636
172,5.705706,4,136,323.917,629,948,424,492,503.859,512,533,478,498,507.148,513,540,3.42619,5.14401,17.7214,0,2,10.8796,23,91,71,85.4848,0.021002,0,0.015249,10,10,10,20.76328,51.06684,3867.856,47.02455,43.11612,24.32281,1951.886,27.29297
173,5.739072,4,136,323.531,628,925,424,492,503.7,512,546,418,498,507.134,513,544,3.45075,5.20728,14.5795,0,2,11.0481,23,101,71,84.5489,0.022742,0,0.015215,10,10,10,20.55848,49.51666,2502.886,47.0676,43.25,26.2131,1268.962,29.16303
174,5.772439,4,136,323.036,625,942,424,493,503.817,512,569,476,498,507.081,513,540,3.44015,5.15461,18.1823,0,2,10.9921,23,93,70,84.668,0.020779,0,0.015301,10,10,10,19.83719,49.21863,1736.255,47.22271,43.27622,27.80138,885.3914,30.72616
175,5.805806,4,135,322.541,625,926,422,492,503.558,512,552,476,498,506.985,513,588,3.48797,5.23941,15.0836,0,2,11.2212,23,94,70,83.5955,0.022922,0,0.015218,10,10,10,22.14222,50.34765,3346.385,46.7453,43.17772,24.95175,1691.315,27.91527
176,5.839173,4,136,323.326,626,926,423,492,503.451,512,576,478,498,507.329,514,541,3.51047,5.23263,12.5005,0,2,11.144,23,92,71,85.9235,0.020808,0,0.015218,10,10,10,19.80471,50.87242,4005.856,47.22983,43.13269,24.17056,2020.598,27.14271
177,5.872539,4,135,323.354,628,936,422,492,503.885,512,536,470,498,507.117,513,552,3.46691,5.20228,14.6424,0,2,10.9394,23,93,71,85.4423,0.023311,0,0.015263,10,10,10,20.13512,50.05227,3643.483,47.15797,43.20327,24.58235,1839.288,27.55101
178,5.905906,4,136,322.333,625,935,424,492,503.623,512,532,473,498,507.357,514,540,3.4705,5.2185,11.1205,0,2,11.0658,23,91,71,86.9842,0.024168,0,0.015218,10,10,10,20.00833,51.74048,3548.572,47.1854,43.05921,24.69698,1792.223,27.66359
179,5.939273,4,136,323.825,628,928,421,493,503.973,512,544,477,498,507.269,514,544,3.44061,5.16083,11.7637,0,2,10.8373,23,94,71,87.1149,0.023883,0,0.015272,10,10,10,20.16109,48.81079,3189.631,47.15237,43.31236,25.16011,1612.058,28.12371
180,5.972639,4,135,323.009,627,932,424,493,504.027,512,644,477,498,507.302,514,542,3.39989,5.13236,12.3244,0,2,10.7806,23,133,71,87.6965,0.021765,0,0.015232,10,10,10,20.27286,51.82317,3760.73,47.12836,43.05227,24.44479,1898.389,27.41366
181,6.006006,4,135,323.216,628,923,424,494,504.167,512,547,418,498,507.274,514,540,3.36415,5.0245,15.1871,0,2,10.7245,22,113,71,88.0537,0.023511,0,0.015209,10,10,10,20.94626,48.40794,3858.251,46.98645,43.34835,24.33361,1946.464,27.30505
182,6.039373,4,135,323.491,628,924,422,493,503.858,512,578,453,498,507.257,514,544,3.46599,5.08743,12.8125,0,2,10.9347,23,92,71,86.7136,0.02426,0,0.015201,10,10,10,20.0576,49.67268,3127.719,47.17472,43.23634,25.24524,1581.292,28.20739
183,6.072739,4,135,322.73,626,934,422,493,503.918,512,529,475,498,507.155,514,554,3.48005,5.12151,11.2448,0,2,10.9295,23,94,71,86.8732,0.024823,0,0.015255,10,10,10,19.96342,50.00873,3087.37,47.19516,43.20705,25.30163,1561.178,28.26299
184,6.106106,4,135,322.62,625,935,424,493,503.985,512,562,476,498,506.978,513,544,3.52218,5.17691,14.5666,0,2,10.9422,23,92,70,85.5979,0.023648,0,0.015175,10,10,10,21.17785,48.86836,3544.482,46.93869,43.30724,24.70198,1789.752,27.66958
185,6.139473,4,135,322.556,625,938,421,493,503.995,512,536,474,498,507.153,514,546,3.50151,5.16808,12.7563,0,2,10.8474,23,94,71,85.9307,0.023037,0,0.015255,10,10,10,20.88002,48.61459,3895.468,47.0002,43.32985,24.29192,1965.108,27.26365
186,6.17284,4,135,323.873,627,931,425,493,503.944,512,562,452,498,507.349,514,541,3.49062,5.19857,13.3906,0,2,10.8007,22,91,71,88.07,0.023434,0,0.015172,10,10,10,19.78344,47.66831,3580.014,47.2345,43.41522,24.65867,1806.87,27.62824
187,6.206206,4,134,323.719,628,925,428,493,504.043,512,529,478,498,507.541,514,542,3.42316,5.1828,12.0922,0,2,10.6169,22,89,71,89.0554,0.024914,0,0.015226,10,10,10,21.12287,50.23507,2992.778,46.94998,43.18744,25.43677,1514.228,28.3956
188,6.239573,4,135,322.94,625,932,423,494,504.172,512,619,466,499,507.716,514,542,3.41422,5.12651,14.3424,0,2,10.4196,22,116,72,88.6141,0.021831,0,0.015246,10,10,10,19.6774,48.46535,1870.636,47.25784,43.3432,27.47762,952.3538,30.40953
189,6.27294,4,136,321.622,623,937,421,492,503.919,512,562,477,498,507.589,514,558,3.40287,5.15005,20.8444,0,2,10.7142,22,94,71,88.2531,0.023474,0,0.015249,10,10,10,20.13217,49.66813,2969.313,47.15861,43.23674,25.47095,1502.106,28.43051
190,6.306306,4,136,323.338,625,927,423,492,503.631,512,532,477,499,507.738,514,563,3.46287,5.19271,14.4346,0,2,10.8386,23,92,74,88.3184,0.02324,0,0.015241,10,10,10,19.71566,51.77195,3739.552,47.2494,43.05657,24.46932,1887.648,27.4383
191,6.339673,4,136,323.595,627,944,424,492,503.639,512,543,468,499,507.684,514,542,3.43764,5.26658,14.2643,0,2,10.8186,22,91,72,87.5746,0.021611,0,0.015284,10,10,10,20.17442,50.98313,4028.261,47.1495,43.12325,24.14634,2031.92,27.11845
192,6.37304,4,135,323.041,627,928,423,492,503.631,512,556,446,499,507.926,514,545,3.4362,5.19656,11.9902,0,2,10.7281,22,93,74,88.3524,0.024774,0,0.015221,10,10,10,19.92442,50.34346,2853.542,47.20366,43.17808,25.64367,1444.338,28.60082
193,6.406406,4,135,322.809,626,938,424,492,503.783,512,533,478,499,507.838,514,545,3.3884,5.10885,10.7789,0,2,10.6536,22,92,74,89.1398,0.023394,0,0.015215,10,10,10,19.90628,49.54494,3509.904,47.20761,43.24752,24.74456,1772.315,27.71211
194,6.439773,4,135,322.705,626,944,422,492,503.674,512,546,476,499,507.792,514,544,3.36974,5.15227,12.7248,0,2,10.7416,22,93,73,87.9851,0.01975,0,0.015201,10,10,10,19.30984,50.51848,3952.074,47.33973,43.16301,24.22926,1993.494,27.20136
195,6.47314,4,136,322.748,626,932,422,492,503.808,512,540,478,498,507.594,514,546,3.5178,5.3043,14.8839,0,2,10.776,23,93,71,88.8943,0.021248,0,0.015229,10,10,10,20.44747,51.49927,3929.467,47.09112,43.0795,24.25418,1982.72,27.2249
196,6.506507,4,136,323.728,628,932,425,492,503.749,512,596,463,498,507.553,514,544,3.47171,5.34117,13.5778,0,2,10.8112,23,96,71,87.3487,0.022839,0,0.015178,10,10,10,20.38605,50.99322,3967.692,47.10418,43.12239,24.21213,2001.691,27.18354
197,6.539873,4,135,323.238,627,941,424,493,503.969,512,533,475,498,507.401,513,543,3.48016,5.21967,11.1391,0,2,10.683,22,93,71,87.0794,0.023897,0,0.015232,10,10,10,20.28259,48.01974,3654.052,47.12628,43.38332,24.56977,1844.102,27.53967
198,6.57324,4,135,322.592,625,928,422,492,503.386,512,562,476,498,507.297,514,542,3.43615,5.15678,13.9301,0,2,11.1468,23,94,71,83.6755,0.024308,0,0.015238,10,10,10,19.60846,48.64494,2522.786,47.27308,43.32714,26.17871,1278.457,29.13065
199,6.606607,4,135,323.805,626,939,428,492,503.698,512,583,476,498,507.239,513,545,3.40518,5.22615,14.2176,0,2,11.0053,23,89,71,85.5628,0.02348,0,0.015206,10,10,10,20.23984,48.34622,2557.05,47.13544,43.35389,26.12012,1295.672,29.07256
200,6.639973,4,135,324.62,627,938,424,492,503.703,512,584,476,498,507.199,513,545,3.46015,5.18954,12.1019,0,2,11.062,23,91,71,85.7683,0.022899,0,0.015212,10,10,10,20.12402,50.54473,3470.905,47.16037,43.16076,24.79309,1753.12,27.7594
201,6.67334,4,135,324.014,626,942,422,493,503.86,512,557,476,498,506.978,513,546,3.46016,5.15207,11.9,0,2,11.0587,23,94,70,84.7172,0.02454,0,0.015281,10,10,10,20.90939,50.79279,3520.553,46.9941,43.13949,24.7314,1778.202,27.6977
