,Frame Time,ubitdepth,ymin,ylow,yavg,yhigh,ymax,umin,ulow,uavg,uhigh,umax,vmin,vlow,vavg,vhigh,vmax,satmin,satlow,satavg,sathigh,satmax,huemed,hueavg,ydif,udif,vdif,ybitdepth,vbitdepth
819,27.294,10.0,4.0,81.0,203.053,490.0,1019.0,113.0,518.0,562.085,616.0,749.0,376.0,466.0,492.7,514.0,724.0,0.0,16.0,58.2129,113.0,403.0,289.0,277.281,14.987,17.0154,12.4195,10.0,10.0
820,27.327,10.0,4.0,81.0,203.616,491.0,1019.0,114.0,518.0,562.299,616.0,763.0,364.0,466.0,492.488,514.0,613.0,0.0,16.0,58.5472,113.0,402.0,289.0,277.288,16.9968,16.9963,12.401,10.0,10.0
821,27.361,10.0,4.0,81.0,204.323,493.0,1019.0,114.0,518.0,562.315,616.0,782.0,370.0,466.0,492.412,514.0,631.0,0.0,16.0,58.5632,113.0,400.0,289.0,277.274,15.2238,16.9834,12.3589,10.0,10.0
822,27.394,10.0,4.0,81.0,203.631,492.0,1019.0,99.0,518.0,562.322,616.0,749.0,376.0,466.0,492.629,514.0,615.0,0.0,15.0,58.383,113.0,419.0,289.0,277.3,16.8953,16.9739,12.4215,10.0,10.0
823,27.427,10.0,4.0,82.0,204.535,492.0,1019.0,120.0,518.0,562.138,616.0,762.0,377.0,466.0,492.991,514.0,617.0,0.0,15.0,58.2129,113.0,395.0,289.0,277.051,17.0568,17.0237,12.346,10.0,10.0
824,27.461,10.0,4.0,82.0,204.345,493.0,1019.0,128.0,517.0,562.128,616.0,740.0,380.0,467.0,493.205,515.0,605.0,0.0,15.0,57.9481,113.0,389.0,288.0,276.553,14.6315,17.0177,12.1911,10.0,10.0
825,27.494,10.0,4.0,82.0,203.266,490.0,1019.0,108.0,517.0,561.775,616.0,749.0,380.0,466.0,492.824,514.0,625.0,0.0,15.0,57.8941,113.0,404.0,289.0,277.033,17.9568,16.8391,12.2422,10.0,10.0
826,27.528,10.0,4.0,81.0,203.38,490.0,1019.0,104.0,518.0,562.227,616.0,751.0,380.0,466.0,493.122,514.0,592.0,0.0,15.0,58.0747,113.0,412.0,288.0,276.573,16.6816,17.0294,12.4011,10.0,10.0
827,27.561,10.0,4.0,81.0,202.003,488.0,1019.0,100.0,518.0,562.157,616.0,748.0,380.0,467.0,493.139,514.0,618.0,0.0,15.0,58.1117,113.0,414.0,288.0,276.986,17.2906,17.0117,12.2269,10.0,10.0
828,27.594,10.0,4.0,81.0,202.108,487.0,1019.0,110.0,517.0,561.986,616.0,767.0,380.0,466.0,493.302,514.0,610.0,0.0,15.0,57.7992,113.0,406.0,288.0,276.599,21.2312,16.9406,12.3315,10.0,10.0
829,27.628,10.0,4.0,80.0,201.89,488.0,1019.0,99.0,517.0,561.799,616.0,737.0,370.0,467.0,493.161,514.0,610.0,0.0,15.0,57.879,113.0,415.0,288.0,276.08,17.6715,16.9515,12.3647,10.0,10.0
830,27.661,10.0,4.0,80.0,201.078,486.0,1019.0,96.0,517.0,561.685,616.0,745.0,358.0,466.0,492.809,514.0,610.0,0.0,15.0,57.7838,112.0,422.0,289.0,276.758,19.5663,17.2359,12.2906,10.0,10.0
831,27.694,10.0,4.0,81.0,202.349,488.0,1019.0,84.0,517.0,561.813,616.0,754.0,369.0,466.0,492.976,514.0,617.0,0.0,15.0,57.8696,113.0,430.0,289.0,276.825,15.6347,17.0454,12.1693,10.0,10.0
832,27.728,10.0,4.0,81.0,201.636,487.0,1019.0,86.0,517.0,562.022,616.0,750.0,358.0,466.0,492.849,514.0,620.0,0.0,15.0,57.9923,113.0,432.0,289.0,277.327,17.1388,16.832,12.1747,10.0,10.0
833,27.761,10.0,4.0,82.0,202.607,489.0,1019.0,102.0,517.0,562.154,616.0,755.0,358.0,466.0,492.566,514.0,616.0,0.0,15.0,58.3205,113.0,413.0,289.0,277.53,16.7095,16.9744,12.2464,10.0,10.0
834,27.794,10.0,4.0,81.0,202.297,489.0,1019.0,111.0,518.0,562.128,617.0,756.0,372.0,466.0,492.68,514.0,616.0,0.0,15.0,58.118,113.0,408.0,289.0,277.593,14.8697,16.8152,12.3396,10.0,10.0
835,27.828,10.0,4.0,80.0,201.172,487.0,1019.0,87.0,517.0,561.548,616.0,761.0,368.0,466.0,492.667,514.0,607.0,0.0,15.0,57.6817,113.0,428.0,289.0,277.493,18.1398,17.0241,12.3399,10.0,10.0
836,27.861,10.0,4.0,81.0,201.922,487.0,1019.0,122.0,517.0,561.337,616.0,755.0,365.0,466.0,493.181,514.0,626.0,0.0,14.0,57.3456,113.0,393.0,289.0,276.36,15.8029,16.9447,12.29,10.0,10.0
837,27.895,10.0,4.0,80.0,201.198,487.0,1019.0,87.0,517.0,561.802,616.0,778.0,381.0,465.0,492.477,514.0,614.0,0.0,15.0,58.0359,114.0,426.0,289.0,277.003,17.2824,17.0246,12.3668,10.0,10.0
838,27.928,10.0,4.0,81.0,201.563,487.0,1019.0,103.0,517.0,562.288,617.0,749.0,362.0,466.0,492.573,514.0,605.0,0.0,15.0,58.2989,114.0,413.0,289.0,276.956,17.3588,17.0908,12.4328,10.0,10.0
839,27.961,10.0,4.0,80.0,201.391,487.0,1019.0,106.0,517.0,562.43,617.0,785.0,376.0,465.0,492.722,514.0,618.0,0.0,15.0,58.5401,114.0,409.0,289.0,276.508,15.7621,17.0429,12.3763,10.0,10.0
840,27.995,10.0,4.0,80.0,200.28,485.0,1019.0,84.0,518.0,562.34,617.0,771.0,373.0,465.0,492.358,514.0,758.0,0.0,15.0,58.3804,114.0,428.0,289.0,277.868,18.0266,16.8828,12.3613,10.0,10.0
841,28.028,10.0,4.0,81.0,201.522,487.0,1019.0,104.0,517.0,562.085,617.0,749.0,384.0,465.0,492.584,514.0,628.0,0.0,15.0,58.3317,114.0,410.0,289.0,276.954,16.2673,16.9932,12.4099,10.0,10.0
842,28.061,10.0,4.0,80.0,200.829,486.0,1019.0,88.0,518.0,562.251,617.0,750.0,360.0,465.0,492.221,514.0,678.0,0.0,15.0,58.4431,114.0,430.0,289.0,277.923,20.8316,17.1232,12.4981,10.0,10.0
843,28.095,10.0,4.0,80.0,201.151,488.0,1019.0,118.0,517.0,562.243,617.0,754.0,344.0,466.0,492.723,514.0,628.0,0.0,15.0,58.3247,114.0,397.0,289.0,277.138,17.4888,16.9801,12.4228,10.0,10.0
844,28.128,10.0,4.0,80.0,200.856,488.0,1019.0,118.0,517.0,562.727,618.0,745.0,376.0,466.0,492.765,514.0,625.0,0.0,15.0,58.7259,115.0,398.0,288.0,276.955,15.3141,17.0942,12.342,10.0,10.0
845,28.161,10.0,4.0,79.0,199.666,486.0,1019.0,120.0,518.0,562.65,617.0,732.0,364.0,465.0,492.111,514.0,632.0,0.0,16.0,58.9442,114.0,392.0,289.0,277.486,17.0924,17.1495,12.3534,10.0,10.0
846,28.195,10.0,4.0,80.0,199.998,486.0,1019.0,82.0,518.0,562.762,618.0,760.0,352.0,465.0,492.247,514.0,696.0,0.0,15.0,58.9867,115.0,433.0,289.0,277.441,15.043,17.0183,12.3824,10.0,10.0
847,28.228,10.0,4.0,79.0,199.421,485.0,1019.0,160.0,517.0,562.443,617.0,737.0,362.0,465.0,492.3,514.0,633.0,0.0,15.0,58.7391,114.0,358.0,289.0,277.419,19.1861,16.9534,12.3378,10.0,10.0
848,28.262,10.0,4.0,79.0,200.541,488.0,1019.0,87.0,518.0,562.681,617.0,787.0,348.0,465.0,492.704,514.0,743.0,0.0,15.0,58.8249,114.0,426.0,289.0,277.313,16.4464,16.8895,12.4656,10.0,10.0
849,28.295,10.0,4.0,79.0,200.196,487.0,1019.0,96.0,518.0,562.749,617.0,770.0,362.0,465.0,492.363,514.0,686.0,0.0,15.0,59.0447,115.0,420.0,289.0,277.081,14.9709,16.9476,12.3843,10.0,10.0
850,28.328,10.0,4.0,79.0,199.581,486.0,1019.0,86.0,518.0,562.541,617.0,764.0,338.0,464.0,491.827,514.0,661.0,0.0,15.0,58.9422,115.0,429.0,290.0,278.209,17.6792,16.9927,12.4497,10.0,10.0
851,28.362,10.0,4.0,79.0,199.394,486.0,1019.0,64.0,518.0,562.874,618.0,737.0,368.0,465.0,492.412,514.0,638.0,0.0,15.0,59.2265,115.0,454.0,289.0,277.289,16.2252,17.2248,12.5741,10.0,10.0
852,28.395,10.0,4.0,79.0,199.224,486.0,1019.0,92.0,518.0,562.735,617.0,781.0,333.0,464.0,492.041,514.0,685.0,0.0,16.0,59.2386,115.0,425.0,289.0,277.086,17.4919,17.1544,12.644,10.0,10.0
853,28.428,10.0,4.0,79.0,199.551,486.0,1019.0,87.0,518.0,563.016,618.0,747.0,352.0,464.0,492.3,514.0,676.0,0.0,16.0,59.5039,115.0,425.0,289.0,277.094,18.8259,17.0898,12.4361,10.0,10.0
854,28.462,10.0,4.0,79.0,199.557,487.0,1019.0,80.0,518.0,562.949,618.0,762.0,328.0,465.0,492.42,514.0,646.0,0.0,15.0,59.2565,115.0,436.0,289.0,277.43,15.395,17.2769,12.5875,10.0,10.0
855,28.495,10.0,4.0,79.0,199.434,486.0,1019.0,114.0,518.0,563.009,618.0,771.0,355.0,465.0,492.298,514.0,656.0,0.0,16.0,59.6676,115.0,418.0,289.0,277.174,17.8159,17.299,12.3771,10.0,10.0
856,28.529,10.0,4.0,79.0,199.83,487.0,1019.0,124.0,518.0,562.81,618.0,741.0,334.0,465.0,492.571,514.0,787.0,0.0,15.0,59.3584,115.0,395.0,289.0,276.852,15.6523,16.8388,12.3314,10.0,10.0
857,28.562,10.0,4.0,78.0,198.362,484.0,1019.0,50.0,519.0,563.072,617.0,765.0,341.0,465.0,492.425,514.0,802.0,0.0,16.0,59.4963,115.0,463.0,289.0,277.473,19.3328,17.2592,12.4264,10.0,10.0
858,28.595,10.0,4.0,79.0,198.89,484.0,1019.0,82.0,518.0,562.69,618.0,750.0,352.0,465.0,492.472,514.0,796.0,0.0,15.0,59.1205,115.0,435.0,289.0,277.348,17.2241,16.9613,12.3522,10.0,10.0
859,28.629,10.0,4.0,79.0,199.37,485.0,1019.0,86.0,518.0,562.854,618.0,737.0,344.0,465.0,492.315,514.0,713.0,0.0,16.0,59.3083,115.0,431.0,289.0,277.213,16.2499,16.7585,12.321,10.0,10.0
860,28.662,10.0,4.0,79.0,199.219,486.0,1019.0,108.0,519.0,563.236,618.0,766.0,358.0,464.0,492.318,514.0,768.0,0.0,16.0,59.5148,115.0,407.0,289.0,277.6,19.4536,16.8593,12.348,10.0,10.0
861,28.695,10.0,4.0,78.0,199.201,486.0,1019.0,105.0,518.0,563.121,618.0,757.0,375.0,465.0,492.798,514.0,779.0,0.0,15.0,59.2493,115.0,408.0,288.0,276.804,16.8963,16.8877,12.2135,10.0,10.0
862,28.729,10.0,4.0,79.0,199.574,486.0,1019.0,90.0,518.0,562.895,618.0,780.0,378.0,465.0,492.188,514.0,642.0,0.0,15.0,59.2976,116.0,427.0,289.0,277.258,17.9444,16.9745,12.2189,10.0,10.0
863,28.762,10.0,4.0,79.0,199.865,487.0,1019.0,64.0,518.0,563.098,618.0,778.0,371.0,465.0,492.696,514.0,629.0,0.0,16.0,59.3636,115.0,449.0,288.0,277.042,17.2113,17.1171,12.1661,10.0,10.0
864,28.795,10.0,4.0,79.0,199.486,486.0,1019.0,118.0,518.0,563.093,618.0,758.0,352.0,465.0,492.68,514.0,627.0,0.0,16.0,59.4424,116.0,396.0,288.0,276.549,15.195,16.8567,12.1602,10.0,10.0
865,28.829,10.0,4.0,78.0,198.71,484.0,1019.0,111.0,518.0,563.027,619.0,736.0,370.0,465.0,492.521,514.0,632.0,0.0,15.0,59.4803,116.0,401.0,289.0,277.108,17.7487,17.121,12.2798,10.0,10.0
866,28.862,10.0,4.0,79.0,199.805,486.0,1019.0,89.0,518.0,562.736,618.0,756.0,362.0,466.0,492.988,514.0,649.0,0.0,15.0,58.9116,115.0,426.0,288.0,276.433,16.0351,17.0211,12.3249,10.0,10.0
867,28.896,10.0,4.0,78.0,197.642,483.0,1019.0,118.0,517.0,562.692,618.0,764.0,376.0,466.0,492.639,514.0,652.0,0.0,15.0,59.178,115.0,397.0,289.0,276.702,21.6178,17.0438,12.3517,10.0,10.0
868,28.929,10.0,4.0,78.0,198.322,484.0,1019.0,128.0,517.0,563.153,619.0,761.0,369.0,466.0,493.196,514.0,643.0,0.0,15.0,59.3069,116.0,388.0,288.0,275.93,16.9363,17.041,12.1451,10.0,10.0
869,28.962,10.0,4.0,78.0,198.392,485.0,1019.0,106.0,518.0,562.83,618.0,758.0,365.0,466.0,493.181,515.0,726.0,0.0,15.0,59.14,115.0,406.0,288.0,276.428,14.8873,16.8246,12.2184,10.0,10.0
870,28.996,10.0,4.0,78.0,198.249,484.0,1019.0,107.0,518.0,562.871,618.0,751.0,348.0,465.0,492.617,514.0,734.0,0.0,15.0,59.1191,116.0,411.0,289.0,277.323,17.3079,16.9699,12.2737,10.0,10.0
871,29.029,10.0,4.0,78.0,199.189,485.0,1019.0,117.0,518.0,563.101,618.0,803.0,373.0,465.0,492.681,514.0,646.0,0.0,15.0,59.5404,116.0,398.0,289.0,276.801,14.8916,16.8976,12.2883,10.0,10.0
872,29.062,10.0,4.0,77.0,197.198,482.0,1019.0,116.0,518.0,563.087,619.0,764.0,368.0,465.0,492.586,514.0,642.0,0.0,15.0,59.4521,117.0,399.0,289.0,277.188,18.0247,17.0392,12.2941,10.0,10.0
873,29.096,10.0,4.0,77.0,198.046,484.0,1019.0,116.0,517.0,562.792,618.0,743.0,358.0,464.0,492.505,514.0,664.0,0.0,15.0,59.2379,116.0,398.0,289.0,276.86,18.3639,16.8674,12.121,10.0,10.0
874,29.129,10.0,4.0,77.0,198.535,485.0,1019.0,90.0,518.0,563.073,619.0,741.0,358.0,466.0,492.895,514.0,674.0,0.0,15.0,59.2588,116.0,427.0,288.0,276.794,15.5258,16.8101,12.2688,10.0,10.0
875,29.162,10.0,4.0,78.0,198.526,485.0,1019.0,110.0,518.0,563.122,619.0,758.0,368.0,464.0,492.133,514.0,653.0,0.0,15.0,59.6277,116.0,407.0,289.0,277.168,18.0569,16.9705,12.2379,10.0,10.0
876,29.196,10.0,4.0,79.0,199.469,486.0,1019.0,118.0,518.0,563.611,620.0,748.0,358.0,465.0,492.911,514.0,665.0,0.0,15.0,59.8726,116.0,399.0,288.0,276.611,15.9525,17.0926,12.4177,10.0,10.0
877,29.229,10.0,4.0,78.0,197.675,482.0,1019.0,97.0,518.0,563.172,619.0,768.0,361.0,465.0,492.578,514.0,682.0,0.0,15.0,59.596,116.0,415.0,289.0,276.945,18.6456,16.9844,12.2687,10.0,10.0
878,29.263,10.0,4.0,78.0,197.793,482.0,1019.0,91.0,517.0,563.121,620.0,732.0,366.0,464.0,492.386,514.0,677.0,0.0,15.0,59.552,117.0,424.0,289.0,277.333,19.9405,17.1347,12.3115,10.0,10.0
879,29.296,10.0,4.0,78.0,198.158,483.0,1019.0,74.0,518.0,563.384,620.0,745.0,364.0,465.0,492.77,514.0,664.0,0.0,15.0,59.8041,117.0,442.0,288.0,276.629,15.2642,16.9814,12.2481,10.0,10.0
880,29.329,10.0,4.0,79.0,198.832,484.0,1019.0,124.0,518.0,563.49,620.0,741.0,368.0,464.0,492.315,514.0,672.0,0.0,15.0,59.944,117.0,391.0,289.0,277.107,16.7854,16.8223,12.2395,10.0,10.0
881,29.363,10.0,4.0,78.0,199.23,486.0,1019.0,124.0,518.0,563.443,619.0,798.0,370.0,464.0,492.186,514.0,648.0,0.0,16.0,60.101,117.0,392.0,289.0,277.272,14.7761,16.8828,12.3264,10.0,10.0
882,29.396,10.0,4.0,78.0,198.16,482.0,1019.0,81.0,517.0,563.317,620.0,760.0,368.0,465.0,492.615,514.0,655.0,0.0,15.0,59.6294,117.0,434.0,288.0,277.033,20.5052,17.0986,12.3933,10.0,10.0
883,29.429,10.0,4.0,79.0,198.772,483.0,1019.0,124.0,518.0,563.082,619.0,745.0,364.0,465.0,492.669,514.0,650.0,0.0,16.0,59.6835,117.0,393.0,289.0,276.776,18.5461,17.1385,12.3338,10.0,10.0
884,29.463,10.0,4.0,78.0,198.62,485.0,1019.0,114.0,518.0,563.761,620.0,762.0,364.0,465.0,492.639,514.0,679.0,0.0,16.0,60.0976,117.0,402.0,288.0,277.021,14.9402,16.9054,12.3575,10.0,10.0
885,29.496,10.0,4.0,78.0,198.272,483.0,1019.0,107.0,517.0,562.743,619.0,732.0,366.0,465.0,492.366,514.0,652.0,0.0,15.0,59.4618,116.0,408.0,289.0,277.127,19.4583,17.1179,12.4418,10.0,10.0
886,29.53,10.0,4.0,78.0,198.841,485.0,1019.0,85.0,518.0,563.055,619.0,756.0,363.0,465.0,492.765,514.0,661.0,0.0,15.0,59.5001,116.0,430.0,288.0,276.491,17.4036,17.3439,12.3799,10.0,10.0
887,29.563,10.0,4.0,77.0,196.881,480.0,1019.0,80.0,517.0,563.016,620.0,751.0,361.0,465.0,492.686,514.0,709.0,0.0,15.0,59.6119,117.0,434.0,289.0,276.434,17.4258,17.4147,12.3872,10.0,10.0
888,29.596,10.0,4.0,79.0,197.738,481.0,1019.0,114.0,517.0,562.572,619.0,754.0,364.0,466.0,493.167,515.0,680.0,0.0,15.0,58.9602,116.0,401.0,288.0,276.177,16.841,17.2221,12.3859,10.0,10.0
889,29.63,10.0,4.0,78.0,198.053,483.0,1019.0,128.0,517.0,562.536,618.0,752.0,362.0,466.0,493.117,514.0,673.0,0.0,15.0,59.0523,116.0,385.0,288.0,276.377,14.8726,16.9604,12.2537,10.0,10.0
890,29.663,10.0,4.0,78.0,197.373,482.0,1019.0,86.0,517.0,562.784,619.0,759.0,352.0,465.0,492.638,514.0,674.0,0.0,15.0,59.3527,116.0,429.0,289.0,276.685,17.1409,16.9174,12.2762,10.0,10.0
891,29.696,10.0,4.0,78.0,197.581,482.0,1019.0,101.0,517.0,562.82,620.0,750.0,375.0,465.0,492.987,514.0,658.0,0.0,15.0,59.4562,117.0,414.0,288.0,276.395,16.165,16.691,12.2764,10.0,10.0
892,29.73,10.0,4.0,78.0,196.695,479.0,1019.0,118.0,518.0,562.996,619.0,757.0,362.0,465.0,492.89,514.0,646.0,0.0,15.0,59.4291,116.0,396.0,288.0,276.883,20.2477,17.1586,12.4868,10.0,10.0
893,29.763,10.0,4.0,79.0,197.028,480.0,1019.0,116.0,518.0,562.679,618.0,748.0,368.0,466.0,493.085,515.0,641.0,0.0,15.0,59.0459,116.0,398.0,288.0,276.754,17.3965,16.9923,12.3016,10.0,10.0
894,29.796,10.0,4.0,79.0,198.157,483.0,1019.0,87.0,517.0,562.459,618.0,769.0,361.0,466.0,493.488,515.0,668.0,0.0,15.0,58.7579,115.0,430.0,288.0,276.555,14.5959,16.6711,12.277,10.0,10.0
895,29.83,10.0,4.0,79.0,197.76,482.0,1019.0,96.0,517.0,562.189,618.0,743.0,370.0,466.0,493.135,515.0,653.0,0.0,15.0,58.829,115.0,419.0,288.0,276.514,17.4485,16.6295,12.1965,10.0,10.0
896,29.863,10.0,4.0,80.0,198.02,481.0,1019.0,134.0,517.0,562.008,618.0,771.0,360.0,466.0,493.371,515.0,658.0,0.0,14.0,58.4339,115.0,379.0,288.0,276.234,15.7994,16.8083,12.2558,10.0,10.0
897,29.897,10.0,4.0,78.0,197.044,481.0,1019.0,120.0,517.0,562.309,619.0,767.0,362.0,466.0,493.114,515.0,648.0,0.0,15.0,58.9466,116.0,393.0,288.0,276.54,16.7596,17.0441,12.3923,10.0,10.0
898,29.93,10.0,4.0,78.0,196.969,480.0,1019.0,86.0,517.0,562.563,619.0,746.0,369.0,466.0,493.177,515.0,646.0,0.0,15.0,59.0173,116.0,429.0,288.0,276.734,17.3429,17.0256,12.2574,10.0,10.0
899,29.963,10.0,4.0,78.0,197.254,481.0,1019.0,75.0,517.0,562.633,619.0,747.0,363.0,466.0,493.319,515.0,641.0,0.0,15.0,59.3329,116.0,440.0,288.0,275.598,15.2307,16.8253,12.1672,10.0,10.0
900,29.997,10.0,4.0,78.0,196.14,478.0,1019.0,118.0,517.0,562.559,619.0,788.0,375.0,466.0,493.206,514.0,650.0,0.0,15.0,59.0209,116.0,396.0,288.0,276.535,17.1002,16.8609,12.2222,10.0,10.0
901,30.03,10.0,4.0,79.0,197.381,479.0,1019.0,114.0,517.0,562.375,619.0,778.0,352.0,465.0,493.333,515.0,657.0,0.0,15.0,58.8594,116.0,399.0,288.0,276.286,14.8964,17.0066,12.4339,10.0,10.0
902,30.063,10.0,4.0,79.0,196.88,480.0,1019.0,129.0,517.0,562.634,619.0,767.0,368.0,466.0,493.39,515.0,647.0,0.0,15.0,58.9956,116.0,387.0,288.0,276.406,18.0042,16.6557,12.1925,10.0,10.0
903,30.097,10.0,4.0,78.0,195.783,478.0,1019.0,120.0,517.0,562.653,619.0,756.0,352.0,465.0,493.245,515.0,652.0,0.0,15.0,59.2767,117.0,394.0,288.0,276.115,18.777,16.8892,12.2462,10.0,10.0
904,30.13,10.0,4.0,78.0,196.098,480.0,1019.0,124.0,517.0,563.017,620.0,762.0,372.0,466.0,493.407,515.0,657.0,0.0,15.0,59.4082,117.0,392.0,288.0,276.299,14.5731,17.1032,12.3648,10.0,10.0
905,30.163,10.0,4.0,78.0,196.063,479.0,1019.0,106.0,517.0,562.509,619.0,756.0,364.0,465.0,492.851,515.0,642.0,0.0,15.0,59.2567,116.0,406.0,288.0,276.656,16.1416,16.9056,12.3122,10.0,10.0
906,30.197,10.0,4.0,78.0,196.519,480.0,1019.0,88.0,517.0,562.759,619.0,775.0,332.0,465.0,493.047,515.0,651.0,0.0,15.0,59.2998,116.0,426.0,288.0,276.088,14.2071,16.7527,12.1421,10.0,10.0
907,30.23,10.0,4.0,77.0,194.188,476.0,1019.0,106.0,517.0,562.857,620.0,777.0,345.0,465.0,492.872,514.0,652.0,0.0,15.0,59.5314,117.0,410.0,288.0,276.812,17.8885,17.0595,12.304,10.0,10.0
908,30.264,10.0,4.0,76.0,192.738,472.0,1019.0,124.0,518.0,562.949,620.0,750.0,364.0,465.0,492.949,515.0,664.0,0.0,15.0,59.4082,117.0,389.0,288.0,277.078,20.6804,16.6552,12.2332,10.0,10.0
909,30.297,10.0,4.0,77.0,193.569,475.0,1019.0,118.0,517.0,563.191,620.0,759.0,365.0,465.0,492.818,515.0,652.0,0.0,15.0,59.8843,117.0,394.0,288.0,276.543,15.5215,16.7371,12.3594,10.0,10.0
910,30.33,10.0,4.0,76.0,192.689,473.0,1019.0,96.0,518.0,562.935,620.0,779.0,344.0,465.0,492.603,514.0,660.0,0.0,15.0,59.4976,117.0,419.0,289.0,277.492,18.5555,16.8715,12.4148,10.0,10.0
911,30.364,10.0,4.0,76.0,193.2,475.0,1019.0,124.0,518.0,563.19,620.0,777.0,362.0,465.0,492.762,514.0,717.0,0.0,16.0,59.8684,117.0,393.0,288.0,277.184,16.178,16.8458,12.1654,10.0,10.0
912,30.397,10.0,4.0,76.0,192.176,473.0,1019.0,118.0,519.0,563.699,620.0,788.0,359.0,465.0,492.45,514.0,654.0,0.0,16.0,60.1136,118.0,396.0,289.0,277.691,17.2937,16.9417,12.2721,10.0,10.0
913,30.43,10.0,4.0,76.0,192.574,473.0,1019.0,79.0,518.0,563.317,620.0,764.0,349.0,465.0,492.748,514.0,658.0,0.0,16.0,59.8413,117.0,434.0,288.0,277.518,16.3004,16.9321,12.2914,10.0,10.0
914,30.464,10.0,4.0,76.0,192.81,475.0,1019.0,105.0,519.0,563.9,620.0,792.0,350.0,465.0,492.935,515.0,863.0,0.0,15.0,60.2151,118.0,410.0,288.0,276.928,15.1127,16.8648,12.1566,10.0,10.0
915,30.497,10.0,4.0,76.0,192.327,473.0,1019.0,104.0,518.0,563.31,620.0,748.0,369.0,465.0,492.553,514.0,822.0,0.0,15.0,59.9427,118.0,410.0,289.0,277.205,17.032,16.9783,12.2797,10.0,10.0
916,30.531,10.0,4.0,77.0,193.318,475.0,1019.0,110.0,519.0,563.746,620.0,784.0,366.0,465.0,492.78,515.0,698.0,0.0,15.0,60.1063,118.0,404.0,288.0,277.554,15.2969,16.8124,12.1627,10.0,10.0
917,30.564,10.0,4.0,76.0,192.487,473.0,1019.0,118.0,518.0,563.37,620.0,825.0,371.0,465.0,492.843,514.0,670.0,0.0,15.0,59.9681,118.0,394.0,288.0,276.905,18.6117,16.9568,12.3709,10.0,10.0
918,30.597,10.0,4.0,78.0,193.291,473.0,1019.0,101.0,518.0,563.335,620.0,853.0,351.0,465.0,492.853,514.0,683.0,0.0,16.0,59.7319,118.0,415.0,288.0,277.332,21.255,16.9194,12.2643,10.0,10.0
919,30.631,10.0,4.0,76.0,192.309,473.0,1019.0,120.0,518.0,563.07,620.0,862.0,348.0,465.0,492.948,514.0,674.0,0.0,15.0,59.6302,117.0,395.0,288.0,277.205,15.3773,16.6797,12.1641,10.0,10.0
920,30.664,10.0,4.0,76.0,191.461,471.0,1019.0,124.0,518.0,563.211,620.0,848.0,368.0,464.0,492.09,514.0,716.0,0.0,16.0,59.7278,118.0,391.0,289.0,278.548,17.0956,16.935,12.3517,10.0,10.0
921,30.697,10.0,4.0,77.0,192.441,473.0,1019.0,110.0,518.0,563.417,620.0,882.0,365.0,464.0,492.445,514.0,660.0,0.0,15.0,60.0185,118.0,403.0,289.0,277.923,14.625,16.705,12.2306,10.0,10.0
922,30.731,10.0,4.0,76.0,191.574,472.0,1019.0,102.0,518.0,563.538,621.0,948.0,359.0,464.0,492.273,514.0,673.0,0.0,15.0,60.0056,118.0,436.0,289.0,278.02,18.1616,17.078,12.3404,10.0,10.0
923,30.764,10.0,4.0,77.0,192.715,473.0,1019.0,114.0,519.0,563.566,621.0,930.0,351.0,464.0,492.152,514.0,699.0,0.0,16.0,60.3103,118.0,418.0,289.0,278.407,16.9478,16.8589,12.3066,10.0,10.0
924,30.797,10.0,4.0,77.0,192.752,474.0,1019.0,128.0,518.0,563.668,621.0,903.0,365.0,464.0,492.334,514.0,675.0,0.0,15.0,60.1637,119.0,412.0,289.0,277.817,14.8351,16.9089,12.3138,10.0,10.0
925,30.831,10.0,4.0,76.0,191.812,472.0,1019.0,118.0,518.0,562.925,620.0,821.0,350.0,464.0,492.402,514.0,685.0,0.0,16.0,59.738,118.0,394.0,289.0,277.492,17.3408,16.9655,12.2789,10.0,10.0
926,30.864,10.0,4.0,78.0,193.369,474.0,1019.0,106.0,518.0,563.198,620.0,853.0,350.0,464.0,492.535,514.0,693.0,0.0,15.0,59.694,118.0,408.0,289.0,277.641,15.57,16.7789,12.2997,10.0,10.0
927,30.898,10.0,4.0,75.0,190.589,470.0,1019.0,102.0,518.0,562.771,620.0,844.0,358.0,464.0,492.285,514.0,675.0,0.0,15.0,59.5257,117.0,411.0,289.0,277.868,18.1121,16.8648,12.294,10.0,10.0
928,30.931,10.0,4.0,76.0,190.944,471.0,1019.0,119.0,518.0,563.2,620.0,772.0,352.0,464.0,492.208,514.0,691.0,0.0,15.0,59.6323,118.0,398.0,289.0,278.469,17.4054,16.8077,12.287,10.0,10.0
929,30.964,10.0,4.0,76.0,191.003,471.0,1019.0,105.0,518.0,563.153,621.0,848.0,344.0,465.0,492.299,514.0,690.0,0.0,15.0,59.7361,118.0,409.0,289.0,277.902,15.4135,16.7913,12.3071,10.0,10.0
930,30.998,10.0,4.0,76.0,191.13,471.0,1019.0,92.0,518.0,563.308,620.0,767.0,358.0,464.0,491.899,513.0,725.0,0.0,15.0,59.8763,119.0,422.0,289.0,278.453,16.7822,16.7353,12.3096,10.0,10.0
931,31.031,10.0,4.0,77.0,191.755,472.0,1019.0,102.0,518.0,563.266,621.0,893.0,340.0,464.0,492.545,514.0,768.0,0.0,15.0,59.7653,118.0,438.0,288.0,277.142,14.1202,16.7061,12.2495,10.0,10.0
